update_date,update_type,update_status,region_code,district
2024-08-08,DOB,Approved,TN-CHN,Chennai
2024-07-12,DOB,Approved,MH-MUM,Chennai
2024-12-04,Mobile,Rejected,DL-NDL,Coimbatore
2025-07-30,DOB,Approved,MH-NSK,Pune
2026-04-11,Address,Approved,MH-MUM,Mumbai
2025-08-20,Biometric,Approved,TN-CHN,New Delhi
2025-12-16,Mobile,Pending,TN-CHN,Chennai
2025-08-10,DOB,Approved,UP-LKO,Chennai
2024-10-09,DOB,Approved,MH-PUN,Pune
2024-04-24,Mobile,Rejected,UP-AGR,Pune
2024-09-06,DOB,Rejected,TN-CHN,Lucknow
2025-11-08,Biometric,Approved,TN-CBE,Chennai
2024-12-05,DOB,Rejected,UP-LKO,New Delhi
2024-09-09,Email,Approved,UP-LKO,Pune
2025-09-30,Email,Rejected,DL-NDL,Agra
2024-11-18,Photo,Approved,KA-BLR,Agra
2025-07-08,Biometric,Rejected,TN-CBE,Nashik
2026-02-03,Name,Rejected,KA-MYS,Mumbai
2025-07-12,Name,Rejected,MH-PUN,New Delhi
2025-04-22,DOB,Approved,UP-AGR,Pune
2025-07-27,Biometric,Pending,MH-NSK,Chennai
2025-10-21,Photo,Approved,DL-NDL,Coimbatore
2025-07-26,DOB,Approved,KA-BLR,Nashik
2026-01-05,Name,Approved,DL-NDL,Chennai
2025-11-18,Name,Approved,TN-CBE,Coimbatore
2025-11-02,Mobile,Approved,KA-BLR,Chennai
2025-01-15,Mobile,Rejected,MH-NSK,Lucknow
2025-01-10,Biometric,Approved,MH-PUN,Bengaluru
2025-03-02,Address,Pending,TN-CBE,Lucknow
2024-12-18,Mobile,Pending,DL-NDL,Bengaluru
2024-09-26,Biometric,Approved,KA-MYS,Coimbatore
2025-02-12,DOB,Rejected,MH-PUN,New Delhi
2026-02-13,Address,Approved,KA-MYS,Mysuru
2024-11-25,Photo,Rejected,TN-CBE,Lucknow
2025-06-16,Name,Approved,TN-CHN,Lucknow
2025-07-25,Email,Pending,TN-CBE,Coimbatore
2026-02-19,Photo,Approved,KA-MYS,Bengaluru
2026-01-12,Address,Rejected,MH-NSK,Mumbai
2026-04-08,Biometric,Approved,KA-BLR,Mumbai
2025-08-06,DOB,Approved,KA-MYS,New Delhi
2025-12-21,Name,Pending,MH-NSK,Nashik
2026-02-27,Email,Approved,UP-LKO,Chennai
2024-08-19,Name,Approved,DL-NDL,Lucknow
2025-03-15,DOB,Rejected,TN-CHN,New Delhi
2024-10-27,Address,Approved,TN-CHN,Mumbai
2024-12-23,Biometric,Approved,TN-CHN,Pune
2026-02-22,Address,Approved,KA-BLR,Lucknow
2024-10-30,Address,Approved,DL-NDL,Mysuru
2024-12-29,Name,Approved,UP-LKO,Lucknow
2025-09-28,Mobile,Approved,MH-NSK,Mumbai
2025-11-18,Name,Approved,TN-CHN,Bengaluru
2026-01-12,Biometric,Approved,KA-BLR,Agra
2024-10-09,Mobile,Pending,DL-NDL,Mumbai
2024-10-18,Name,Approved,MH-PUN,Nashik
2026-03-16,Photo,Rejected,TN-CBE,Mysuru
2025-12-26,Email,Approved,DL-NDL,Mysuru
2024-05-23,Photo,Approved,DL-NDL,Lucknow
2026-01-19,DOB,Approved,KA-MYS,Mysuru
2026-03-24,DOB,Rejected,MH-MUM,Bengaluru
2026-03-19,Address,Approved,MH-NSK,Pune
2024-06-10,Address,Rejected,MH-PUN,New Delhi
2025-05-16,DOB,Approved,KA-MYS,Coimbatore
2024-07-08,Address,Rejected,MH-NSK,New Delhi
2024-07-19,Name,Rejected,MH-PUN,Agra
2025-10-11,Biometric,Approved,TN-CBE,Nashik
2024-09-05,Email,Approved,MH-MUM,Chennai
2025-01-19,Photo,Approved,TN-CBE,New Delhi
2025-12-03,Address,Rejected,MH-PUN,Pune
2024-05-24,Email,Approved,TN-CBE,Mumbai
2025-08-01,Name,Rejected,UP-AGR,Chennai
2025-09-13,Biometric,Rejected,TN-CHN,Coimbatore
2025-06-25,Email,Approved,UP-AGR,Mysuru
2025-12-28,Address,Approved,KA-MYS,Chennai
2025-05-27,Address,Pending,DL-NDL,Mysuru
2025-09-17,Biometric,Approved,KA-MYS,Mysuru
2026-03-12,Photo,Approved,MH-NSK,Nashik
2024-08-27,Photo,Approved,TN-CHN,Bengaluru
2025-09-10,Name,Approved,UP-LKO,Mysuru
2025-01-21,Photo,Approved,UP-AGR,Coimbatore
2025-01-17,Photo,Rejected,KA-BLR,Coimbatore
2024-07-03,Mobile,Pending,TN-CBE,New Delhi
2024-12-03,Photo,Approved,MH-NSK,Bengaluru
2025-07-31,Photo,Approved,UP-AGR,New Delhi
2026-02-05,Email,Approved,TN-CHN,Chennai
2024-05-20,Address,Approved,DL-NDL,New Delhi
2024-09-16,DOB,Rejected,DL-NDL,Mumbai
2024-12-24,Biometric,Approved,MH-NSK,Chennai
2025-04-10,DOB,Approved,KA-MYS,Mumbai
2025-02-03,Mobile,Approved,KA-MYS,Mumbai
2025-09-01,Address,Approved,UP-LKO,Nashik
2025-11-21,Email,Approved,KA-BLR,Coimbatore
2024-04-26,DOB,Approved,MH-PUN,Agra
2025-10-24,Mobile,Approved,KA-BLR,Lucknow
2024-09-07,Photo,Approved,TN-CBE,New Delhi
2024-11-23,Mobile,Rejected,UP-LKO,Nashik
2025-11-15,Address,Approved,MH-PUN,Lucknow
2025-10-13,Biometric,Approved,UP-AGR,Pune
2024-12-30,Biometric,Approved,TN-CBE,Chennai
2025-08-17,Biometric,Approved,MH-MUM,Mumbai
2026-04-12,Mobile,Approved,KA-MYS,Chennai
2025-07-12,DOB,Approved,UP-LKO,Nashik
2025-01-29,Address,Approved,UP-LKO,Chennai
2025-09-28,Biometric,Rejected,MH-NSK,Mysuru
2024-11-12,Biometric,Approved,TN-CBE,Coimbatore
2026-04-09,Mobile,Pending,MH-MUM,Bengaluru
2024-12-28,Biometric,Approved,KA-MYS,Agra
2024-07-01,Biometric,Approved,KA-BLR,New Delhi
2024-10-12,Biometric,Pending,DL-NDL,Mumbai
2024-10-31,Email,Approved,MH-PUN,Mumbai
2024-10-25,Mobile,Pending,MH-PUN,Coimbatore
2024-12-01,Photo,Approved,MH-MUM,Chennai
2025-12-07,Mobile,Pending,MH-NSK,Chennai
2025-03-19,Name,Approved,TN-CHN,Pune
2025-11-21,DOB,Approved,KA-BLR,Mumbai
2026-01-29,Biometric,Approved,KA-BLR,Nashik
2025-02-28,Email,Approved,UP-AGR,Chennai
2025-02-09,Name,Approved,KA-BLR,Nashik
2026-03-16,Photo,Approved,KA-MYS,Mumbai
2024-10-15,Photo,Pending,TN-CHN,Lucknow
2025-11-16,Photo,Approved,MH-MUM,Mysuru
2025-11-07,Mobile,Rejected,MH-PUN,Mumbai
2025-08-06,DOB,Approved,DL-NDL,Agra
2024-09-19,Photo,Pending,UP-LKO,Bengaluru
2024-07-29,Address,Rejected,KA-BLR,Mumbai
2024-07-29,Email,Pending,UP-LKO,New Delhi
2025-02-16,Email,Approved,KA-MYS,Nashik
2025-05-24,Email,Approved,MH-NSK,Coimbatore
2025-08-19,Email,Rejected,KA-BLR,Mysuru
2024-09-03,Photo,Approved,MH-MUM,Lucknow
2025-04-09,Photo,Rejected,MH-PUN,Pune
2025-03-03,Address,Rejected,MH-NSK,Bengaluru
2024-06-21,Photo,Approved,TN-CBE,Pune
2025-09-12,Name,Rejected,TN-CHN,Mumbai
2026-01-21,Biometric,Pending,KA-BLR,Nashik
2025-12-18,Biometric,Rejected,DL-NDL,Agra
2025-03-07,DOB,Pending,UP-AGR,Pune
2026-01-01,Mobile,Rejected,UP-AGR,Mysuru
2024-06-11,Name,Approved,DL-NDL,New Delhi
2024-09-14,Email,Approved,DL-NDL,Bengaluru
2024-11-20,Biometric,Approved,MH-PUN,Bengaluru
2025-11-20,DOB,Pending,TN-CBE,Mumbai
2025-12-31,DOB,Rejected,DL-NDL,Agra
2024-12-22,Photo,Rejected,MH-PUN,Pune
2025-10-06,Name,Approved,TN-CBE,Chennai
2024-08-18,Biometric,Approved,MH-NSK,Lucknow
2025-06-30,Biometric,Approved,MH-NSK,Bengaluru
2025-03-30,Name,Approved,MH-MUM,Pune
2024-12-13,Name,Pending,UP-LKO,Nashik
2025-03-02,Photo,Approved,TN-CHN,Mysuru
2024-09-26,Biometric,Approved,MH-PUN,Chennai
2025-07-23,Biometric,Approved,KA-BLR,Lucknow
2026-02-07,Biometric,Approved,TN-CBE,Mysuru
2025-04-20,Mobile,Approved,UP-LKO,Lucknow
2024-12-06,DOB,Rejected,MH-NSK,Lucknow
2024-09-02,Mobile,Approved,KA-BLR,New Delhi
2024-07-05,Address,Rejected,MH-NSK,Mumbai
2024-12-21,Email,Approved,KA-MYS,New Delhi
2025-06-03,Photo,Rejected,KA-BLR,New Delhi
2025-11-02,Email,Approved,DL-NDL,Coimbatore
2026-04-04,Address,Pending,KA-MYS,Mysuru
2025-10-31,Biometric,Approved,TN-CBE,Bengaluru
2024-11-25,Photo,Rejected,UP-AGR,Mysuru
2025-12-04,Name,Approved,MH-NSK,Coimbatore
2025-04-04,Name,Approved,TN-CBE,New Delhi
2024-09-13,DOB,Approved,UP-LKO,New Delhi
2026-01-15,Biometric,Approved,UP-AGR,Chennai
2026-04-16,Photo,Rejected,KA-BLR,Mysuru
2026-03-18,Email,Rejected,UP-AGR,Chennai
2025-03-20,Address,Approved,MH-NSK,Mumbai
2025-01-22,Mobile,Pending,TN-CBE,Mumbai
2026-03-20,Address,Pending,UP-AGR,Bengaluru
2025-11-20,Name,Approved,TN-CBE,Pune
2025-02-19,Address,Approved,MH-NSK,Lucknow
2025-02-11,DOB,Approved,UP-LKO,Pune
2025-11-14,Photo,Approved,MH-NSK,New Delhi
2024-07-01,Photo,Pending,DL-NDL,Nashik
2025-01-10,DOB,Pending,MH-MUM,Nashik
2025-06-04,DOB,Approved,DL-NDL,Bengaluru
2026-03-28,Address,Approved,DL-NDL,Agra
2024-09-22,DOB,Approved,TN-CBE,Pune
2024-05-31,Photo,Approved,TN-CHN,Nashik
2024-10-04,Email,Approved,MH-PUN,Mysuru
2024-10-14,Biometric,Approved,KA-BLR,Lucknow
2024-06-07,DOB,Approved,MH-NSK,Coimbatore
2025-07-11,DOB,Approved,TN-CHN,Lucknow
2026-04-06,Biometric,Approved,MH-PUN,Lucknow
2024-05-23,Email,Approved,TN-CHN,Mysuru
2025-03-03,Name,Approved,DL-NDL,Pune
2024-05-17,Mobile,Approved,TN-CBE,New Delhi
2024-04-27,Photo,Approved,MH-NSK,Mysuru
2025-05-03,Photo,Approved,DL-NDL,Agra
2025-03-28,Email,Pending,KA-BLR,Mumbai
2026-02-19,Email,Approved,TN-CBE,Mysuru
2025-10-27,Photo,Approved,UP-AGR,Lucknow
2024-11-30,Email,Pending,UP-AGR,Chennai
2024-07-06,Address,Approved,MH-NSK,Bengaluru
2025-11-09,Name,Pending,KA-BLR,Mysuru
2025-08-22,Address,Approved,KA-BLR,Coimbatore
2024-12-18,Photo,Rejected,UP-AGR,Pune
2025-12-05,Name,Pending,MH-NSK,Bengaluru
2025-09-13,Mobile,Approved,TN-CBE,Bengaluru
2024-12-28,Photo,Rejected,DL-NDL,Bengaluru
2026-04-09,Address,Approved,KA-BLR,Lucknow
2026-01-27,Biometric,Approved,DL-NDL,Chennai
2024-06-05,Email,Approved,DL-NDL,New Delhi
2025-04-22,Photo,Pending,MH-MUM,Mysuru
2025-04-22,Mobile,Approved,UP-AGR,Mysuru
2025-10-19,Email,Rejected,MH-MUM,Lucknow
2024-10-25,Mobile,Pending,MH-MUM,Mysuru
2024-04-19,Email,Approved,TN-CBE,Agra
2026-03-07,Mobile,Pending,KA-BLR,New Delhi
2024-12-20,Mobile,Approved,MH-NSK,New Delhi
2026-02-18,Mobile,Rejected,KA-MYS,Chennai
2025-03-06,DOB,Approved,MH-PUN,New Delhi
2024-05-03,Email,Pending,MH-NSK,Chennai
2025-08-18,Name,Rejected,MH-PUN,Pune
2025-02-01,Photo,Approved,KA-BLR,Nashik
2025-12-24,Biometric,Approved,KA-MYS,Coimbatore
2024-09-12,Email,Approved,MH-NSK,Chennai
2024-06-09,Email,Approved,KA-MYS,New Delhi
2024-09-07,DOB,Rejected,UP-LKO,Pune
2025-03-10,DOB,Pending,TN-CHN,Mysuru
2026-01-30,DOB,Pending,UP-AGR,Agra
2024-12-09,Biometric,Pending,DL-NDL,Nashik
2025-05-07,Name,Approved,TN-CBE,Chennai
2025-10-12,Address,Approved,KA-BLR,Mysuru
2024-08-17,DOB,Rejected,MH-NSK,Agra
2024-05-09,Photo,Pending,TN-CBE,Nashik
2024-05-10,DOB,Rejected,KA-BLR,Pune
2026-02-09,Biometric,Rejected,MH-NSK,New Delhi
2024-05-14,Email,Rejected,KA-BLR,Pune
2024-12-30,Email,Rejected,DL-NDL,Mysuru
2025-06-30,Address,Approved,UP-AGR,Chennai
2026-03-11,Email,Approved,UP-AGR,Agra
2024-08-10,Photo,Approved,TN-CHN,Nashik
2025-12-14,Address,Pending,MH-MUM,Bengaluru
2024-07-31,Mobile,Approved,MH-NSK,Lucknow
2024-07-01,Email,Approved,TN-CBE,Pune
2024-05-07,Address,Pending,TN-CBE,Agra
2024-04-29,Biometric,Approved,MH-MUM,Mumbai
2024-07-20,Email,Approved,MH-NSK,Chennai
2025-06-23,Photo,Approved,MH-PUN,Bengaluru
2025-06-21,DOB,Rejected,UP-AGR,Lucknow
2025-05-17,Email,Approved,UP-AGR,Coimbatore
2025-07-07,Email,Rejected,TN-CHN,Lucknow
2025-09-05,Address,Approved,KA-MYS,Bengaluru
2024-11-28,DOB,Rejected,TN-CBE,Mysuru
2025-09-02,Biometric,Approved,MH-NSK,Bengaluru
2024-04-19,Mobile,Approved,DL-NDL,Mumbai
2025-10-12,Biometric,Approved,MH-NSK,New Delhi
2026-01-31,Biometric,Approved,MH-MUM,Bengaluru
2024-05-08,Photo,Pending,MH-NSK,New Delhi
2025-03-14,Name,Rejected,KA-BLR,New Delhi
2024-05-25,Email,Approved,MH-MUM,Lucknow
2024-07-07,Address,Rejected,KA-MYS,Bengaluru
2024-10-09,Biometric,Rejected,UP-LKO,Mumbai
2024-07-30,Photo,Rejected,DL-NDL,Nashik
2024-09-03,Photo,Approved,TN-CBE,Coimbatore
2025-10-14,Photo,Approved,DL-NDL,Mumbai
2024-10-15,Name,Rejected,KA-MYS,Chennai
2024-05-17,Name,Approved,DL-NDL,Pune
2024-05-03,Address,Approved,MH-PUN,Agra
2024-04-19,DOB,Pending,TN-CHN,Mumbai
2025-01-21,Photo,Approved,MH-MUM,Bengaluru
2026-01-15,Email,Pending,MH-MUM,Coimbatore
2026-02-25,DOB,Approved,UP-LKO,Agra
2024-08-16,DOB,Approved,UP-AGR,Mumbai
2024-11-21,Photo,Pending,TN-CBE,Nashik
2024-09-22,DOB,Pending,UP-AGR,Mumbai
2024-10-31,Biometric,Approved,MH-MUM,Coimbatore
2025-03-26,Biometric,Approved,TN-CBE,New Delhi
2025-12-27,Mobile,Approved,DL-NDL,Pune
2024-12-29,Email,Pending,UP-AGR,Bengaluru
2024-05-03,Photo,Approved,UP-LKO,Nashik
2025-08-12,Email,Rejected,TN-CBE,Mysuru
2026-02-21,DOB,Approved,KA-MYS,Bengaluru
2025-03-06,Mobile,Rejected,DL-NDL,New Delhi
2025-12-20,Address,Approved,KA-BLR,Nashik
2025-02-16,Mobile,Approved,TN-CBE,Agra
2025-10-21,DOB,Rejected,KA-BLR,Mysuru
2024-06-07,Biometric,Rejected,KA-BLR,Mysuru
2026-01-21,Name,Approved,DL-NDL,Chennai
2025-06-22,DOB,Pending,TN-CBE,Nashik
2024-08-17,Biometric,Rejected,MH-MUM,Mumbai
2024-06-07,DOB,Approved,UP-LKO,Nashik
2025-08-19,DOB,Approved,MH-NSK,Coimbatore
2025-02-06,Email,Approved,MH-MUM,Coimbatore
2025-11-28,Photo,Approved,UP-LKO,Coimbatore
2025-05-29,DOB,Approved,KA-MYS,Agra
2024-11-18,Photo,Approved,UP-LKO,Nashik
2025-01-29,Photo,Approved,KA-MYS,Lucknow
2026-04-12,Photo,Rejected,TN-CBE,Coimbatore
2025-04-25,DOB,Approved,MH-NSK,Mysuru
2025-09-08,DOB,Approved,TN-CBE,Mysuru
2026-03-04,Email,Pending,MH-PUN,Chennai
2025-06-23,Biometric,Approved,UP-LKO,Lucknow
2025-09-15,Address,Approved,DL-NDL,Mysuru
2025-12-01,Photo,Pending,TN-CHN,Chennai
2025-03-12,Photo,Approved,MH-PUN,Chennai
2025-08-03,Mobile,Approved,UP-LKO,Chennai
2026-01-03,Name,Rejected,TN-CHN,Lucknow
2025-03-18,Photo,Approved,KA-BLR,New Delhi
2025-03-15,Mobile,Approved,UP-AGR,Agra
2025-09-28,Biometric,Pending,KA-BLR,Agra
2025-11-11,Address,Pending,MH-NSK,Mumbai
2025-05-17,Mobile,Approved,KA-MYS,Agra
2024-04-26,Email,Approved,MH-NSK,Mumbai
2024-06-27,Mobile,Approved,KA-BLR,Chennai
2025-02-06,DOB,Approved,MH-MUM,Lucknow
2024-11-28,Biometric,Approved,KA-BLR,Agra
2025-07-02,Name,Rejected,KA-BLR,Mumbai
2025-08-28,Photo,Pending,MH-MUM,Lucknow
2025-01-10,Email,Approved,MH-NSK,Lucknow
2024-05-02,DOB,Approved,KA-MYS,Agra
2025-03-31,Mobile,Pending,UP-LKO,Mysuru
2026-04-10,Photo,Approved,TN-CBE,Coimbatore
2025-03-31,Name,Rejected,MH-MUM,Agra
2024-11-17,Mobile,Approved,KA-MYS,Mysuru
2024-12-12,Name,Approved,TN-CBE,Mysuru
2026-03-31,Photo,Approved,UP-LKO,Agra
2024-09-17,DOB,Rejected,TN-CHN,Bengaluru
2024-10-03,Biometric,Approved,KA-BLR,Chennai
2025-05-10,Biometric,Approved,UP-LKO,Bengaluru
2024-08-10,Address,Approved,UP-AGR,Lucknow
2024-05-21,Address,Approved,MH-PUN,Mysuru
2024-06-21,Email,Approved,MH-MUM,Lucknow
2026-03-27,DOB,Approved,MH-NSK,Coimbatore
2024-07-03,Address,Rejected,KA-BLR,Coimbatore
2026-02-07,Mobile,Approved,KA-MYS,New Delhi
2025-12-20,Mobile,Approved,DL-NDL,Pune
2024-12-24,Name,Approved,KA-BLR,Bengaluru
2024-05-13,Email,Approved,TN-CBE,Nashik
2024-05-20,Biometric,Rejected,TN-CHN,Coimbatore
2025-07-20,Mobile,Rejected,MH-NSK,Pune
2025-07-07,Name,Approved,UP-AGR,Lucknow
2024-10-24,Name,Approved,MH-PUN,Mysuru
2025-05-29,Mobile,Approved,KA-BLR,New Delhi
2025-04-17,Photo,Approved,MH-NSK,Coimbatore
2024-10-26,Email,Pending,KA-MYS,Bengaluru
2024-06-02,Mobile,Approved,DL-NDL,Agra
2024-10-31,Biometric,Rejected,MH-MUM,Lucknow
2024-09-21,Name,Approved,KA-BLR,Mumbai
2025-01-26,Name,Approved,MH-PUN,Mysuru
2024-10-13,Email,Approved,TN-CBE,Agra
2024-08-06,Address,Rejected,MH-MUM,Mysuru
2024-09-04,Biometric,Approved,TN-CBE,New Delhi
2026-03-27,Email,Rejected,DL-NDL,Nashik
2024-11-12,DOB,Approved,MH-NSK,New Delhi
2026-03-23,Email,Pending,MH-NSK,Mysuru
2024-11-12,Mobile,Approved,MH-PUN,Agra
2025-04-10,Address,Approved,KA-MYS,New Delhi
2025-08-08,Name,Approved,MH-MUM,Agra
2025-05-10,Mobile,Approved,KA-BLR,Mysuru
2025-09-08,Biometric,Rejected,KA-MYS,Bengaluru
2024-12-07,Photo,Rejected,MH-PUN,Chennai
2025-01-21,Address,Approved,KA-BLR,Pune
2025-07-21,Biometric,Rejected,TN-CHN,Bengaluru
2025-03-11,Name,Approved,UP-AGR,Chennai
2024-05-23,Name,Pending,MH-PUN,Nashik
2026-01-10,Mobile,Rejected,MH-NSK,Chennai
2026-01-26,Biometric,Approved,TN-CBE,Mumbai
2025-03-18,Biometric,Approved,TN-CBE,Pune
2024-08-19,DOB,Approved,DL-NDL,Lucknow
2024-08-30,Address,Approved,DL-NDL,Chennai
2024-09-05,Mobile,Approved,UP-AGR,New Delhi
2025-08-03,Address,Pending,MH-PUN,Coimbatore
2025-11-14,Photo,Approved,MH-MUM,Agra
2025-08-16,Mobile,Approved,KA-MYS,Bengaluru
2024-11-01,Name,Rejected,DL-NDL,Lucknow
2025-01-20,Name,Approved,MH-PUN,Mysuru
2025-07-07,Biometric,Approved,MH-MUM,Mumbai
2025-03-20,Address,Approved,MH-NSK,Lucknow
2025-01-29,Biometric,Approved,UP-LKO,Chennai
2025-09-10,Name,Approved,KA-MYS,New Delhi
2025-07-13,Name,Approved,MH-PUN,New Delhi
2026-03-25,Address,Rejected,TN-CHN,Pune
2025-11-24,Photo,Approved,MH-PUN,Coimbatore
2025-04-25,Email,Approved,DL-NDL,Mysuru
2026-03-15,Email,Approved,MH-MUM,Lucknow
2025-07-19,Email,Approved,KA-BLR,Pune
2024-08-05,Biometric,Approved,MH-NSK,Agra
2025-03-28,Email,Pending,MH-PUN,Coimbatore
2025-08-25,Email,Approved,DL-NDL,Mysuru
2025-02-05,Photo,Rejected,TN-CHN,New Delhi
2025-01-13,Photo,Approved,TN-CBE,Nashik
2025-09-17,Biometric,Pending,MH-NSK,Agra
2026-03-23,Address,Pending,KA-MYS,Lucknow
2025-06-21,Address,Approved,KA-BLR,Nashik
2025-01-01,Email,Approved,TN-CHN,Chennai
2025-10-12,Name,Rejected,TN-CBE,Bengaluru
2024-09-30,Address,Rejected,KA-MYS,Nashik
2025-05-15,Mobile,Approved,KA-BLR,Coimbatore
2024-07-29,Email,Pending,UP-LKO,Nashik
2025-01-18,Name,Pending,MH-PUN,Bengaluru
2024-10-25,Biometric,Rejected,MH-MUM,Pune
2026-01-24,Biometric,Approved,MH-MUM,Agra
2025-08-05,Biometric,Pending,MH-MUM,Mumbai
2024-10-07,Biometric,Rejected,TN-CBE,Pune
2025-07-23,DOB,Approved,MH-PUN,Chennai
2024-06-09,Name,Approved,KA-MYS,Chennai
2024-12-28,Photo,Rejected,MH-NSK,Pune
2026-03-12,Photo,Approved,DL-NDL,Bengaluru
2025-10-20,Email,Approved,KA-MYS,Nashik
2025-05-12,Address,Pending,MH-PUN,Pune
2025-10-10,Biometric,Approved,KA-MYS,Coimbatore
2024-09-09,Name,Pending,MH-PUN,Mysuru
2025-03-04,Biometric,Approved,MH-MUM,Nashik
2025-02-25,DOB,Approved,DL-NDL,Chennai
2025-03-27,Email,Approved,KA-BLR,Nashik
2025-03-05,Name,Pending,TN-CHN,Mumbai
2024-09-17,Mobile,Pending,MH-PUN,Lucknow
2024-05-17,Email,Approved,UP-AGR,Agra
2025-05-09,Address,Approved,DL-NDL,Chennai
2025-03-31,Mobile,Approved,KA-MYS,Mysuru
2026-01-30,Biometric,Pending,KA-BLR,Chennai
2026-04-17,Photo,Approved,DL-NDL,Coimbatore
2024-05-28,Address,Pending,DL-NDL,Bengaluru
2024-06-26,Photo,Approved,TN-CHN,Coimbatore
2025-08-20,Address,Pending,KA-BLR,Mumbai
2026-03-31,Biometric,Pending,MH-MUM,Lucknow
2024-10-18,DOB,Pending,TN-CBE,Bengaluru
2024-06-26,Photo,Approved,KA-BLR,Agra
2024-05-29,Name,Approved,UP-AGR,Coimbatore
2025-01-05,Biometric,Approved,TN-CHN,Agra
2025-10-05,Mobile,Pending,UP-AGR,Nashik
2024-05-16,Biometric,Approved,DL-NDL,Agra
2025-12-27,Address,Approved,MH-PUN,New Delhi
2026-04-02,Address,Approved,MH-NSK,Mysuru
2024-12-13,Biometric,Pending,KA-BLR,Lucknow
2026-01-06,DOB,Pending,KA-MYS,Lucknow
2025-05-13,Email,Approved,KA-BLR,Agra
2024-09-28,Mobile,Approved,KA-MYS,New Delhi
2026-03-21,DOB,Rejected,DL-NDL,Pune
2025-03-27,Photo,Approved,UP-AGR,Bengaluru
2025-08-14,Name,Approved,UP-AGR,Chennai
2025-09-08,DOB,Pending,KA-BLR,Pune
2026-03-19,Name,Approved,MH-NSK,Nashik
2025-07-12,Address,Rejected,TN-CBE,Coimbatore
2024-07-31,Name,Approved,UP-AGR,Coimbatore
2025-05-25,Email,Approved,MH-PUN,New Delhi
2025-11-07,Biometric,Approved,MH-NSK,Lucknow
2024-10-28,Mobile,Approved,KA-BLR,Coimbatore
2024-11-09,Biometric,Approved,TN-CBE,Mysuru
2025-02-06,Biometric,Pending,UP-AGR,Pune
2025-04-27,Address,Rejected,KA-MYS,Coimbatore
2025-05-23,Mobile,Approved,TN-CHN,Coimbatore
2024-12-11,Name,Approved,UP-AGR,New Delhi
2026-04-06,Name,Approved,UP-AGR,Bengaluru
2025-11-13,Address,Approved,MH-PUN,Pune
2025-03-20,DOB,Approved,UP-LKO,New Delhi
2025-07-11,Address,Pending,TN-CHN,New Delhi
2024-07-06,Mobile,Pending,MH-NSK,New Delhi
2024-05-27,Name,Approved,TN-CBE,Chennai
2025-01-26,Mobile,Approved,KA-BLR,Bengaluru
2024-05-04,Name,Rejected,DL-NDL,Lucknow
2024-10-28,Name,Approved,TN-CHN,Mumbai
2024-07-16,Photo,Approved,UP-LKO,Mumbai
2026-03-28,Address,Rejected,MH-NSK,New Delhi
2024-07-05,Address,Pending,DL-NDL,Coimbatore
2025-07-02,Photo,Pending,TN-CBE,New Delhi
2025-09-10,Email,Pending,KA-MYS,Pune
2024-07-13,Name,Approved,UP-LKO,Chennai
2025-03-10,Email,Approved,KA-MYS,Nashik
2024-12-04,Mobile,Approved,UP-LKO,Chennai
2026-02-12,Email,Approved,DL-NDL,Agra
2026-01-30,Name,Rejected,KA-MYS,Chennai
2024-10-17,Name,Approved,UP-AGR,New Delhi
2026-03-21,Name,Approved,TN-CBE,Coimbatore
2025-11-26,DOB,Approved,MH-MUM,Agra
2024-08-11,Email,Approved,KA-BLR,Nashik
2025-03-11,Mobile,Approved,TN-CHN,New Delhi
2025-03-01,Email,Pending,MH-NSK,New Delhi
2024-07-08,Photo,Approved,MH-PUN,Bengaluru
2025-04-26,Email,Approved,TN-CBE,Lucknow
2024-12-23,Name,Pending,KA-BLR,Mumbai
2024-07-04,Biometric,Approved,TN-CHN,New Delhi
2024-10-22,Mobile,Approved,TN-CHN,Lucknow
2024-06-20,Photo,Pending,KA-BLR,Agra
2025-09-16,Name,Pending,DL-NDL,Nashik
2024-06-02,Email,Rejected,UP-LKO,Coimbatore
2024-08-22,Photo,Pending,TN-CHN,Coimbatore
2025-01-11,Biometric,Pending,TN-CHN,Coimbatore
2025-08-11,Photo,Approved,TN-CHN,Lucknow
2025-12-15,Mobile,Pending,UP-LKO,New Delhi
2025-02-02,Email,Approved,TN-CHN,Mumbai
2024-05-10,Biometric,Rejected,UP-LKO,Agra
2025-08-11,DOB,Approved,TN-CHN,Mysuru
2025-11-04,Mobile,Approved,MH-PUN,Coimbatore
2026-02-03,Biometric,Approved,MH-NSK,New Delhi
2024-12-16,Address,Approved,TN-CHN,Mumbai
2025-05-13,Biometric,Approved,MH-MUM,Chennai
2026-01-03,Mobile,Approved,TN-CHN,Agra
2025-10-13,Name,Pending,KA-BLR,Mumbai
2024-10-04,Email,Approved,UP-AGR,Chennai
2024-10-30,DOB,Approved,DL-NDL,Bengaluru
2026-04-16,DOB,Approved,KA-MYS,New Delhi
2025-09-30,Name,Rejected,TN-CBE,Lucknow
2024-07-04,Mobile,Rejected,MH-MUM,Nashik
2024-06-06,Photo,Approved,MH-MUM,Mysuru
2025-08-29,Biometric,Approved,MH-MUM,Bengaluru
2025-11-09,Photo,Approved,UP-AGR,Agra
2025-12-26,Address,Approved,MH-PUN,Pune
2024-05-12,Mobile,Approved,TN-CHN,Chennai
2026-01-09,Mobile,Rejected,KA-BLR,New Delhi
